left,right,token_positional_agreement,token_5gram_jaccard,expert_jaccard
0,1,0.130859375,0.06416464891041163,0.29071044921875
0,2,0.125,0.0631704410011919,0.279541015625
0,3,0.126953125,0.06279620853080568,0.2847696940104167
0,4,0.126953125,0.06071019473081329,0.28765869140625
0,5,0.126953125,0.06071019473081329,0.279541015625
0,6,0.130859375,0.06077981651376147,0.28704833984375
0,7,0.12890625,0.06077981651376147,0.2847900390625
0,8,0.1328125,0.06071019473081329,0.28000895182291663
0,9,0.130859375,0.06064073226544622,0.28554280598958337
0,10,0.126953125,0.06432038834951456,0.28253173828125
0,11,0.130859375,0.06339712918660287,0.28472900390625
0,12,0.130859375,0.06064073226544622,0.2855428059895833
0,13,0.134765625,0.06064073226544622,0.2804158528645833
0,14,0.126953125,0.06064073226544622,0.2890828450520833
0,15,0.130859375,0.060849598163030996,0.28830973307291663
0,16,0.126953125,0.06064073226544622,0.2773844401041667
0,17,0.126953125,0.06077981651376147,0.28214518229166663
0,18,0.126953125,0.06064073226544622,0.286376953125
0,19,0.126953125,0.06071019473081329,0.2921142578125
0,20,0.125,0.06141367323290846,0.2889404296875
0,21,0.1328125,0.06077981651376147,0.2907918294270833
0,22,0.130859375,0.06064073226544622,0.2950032552083333
0,23,0.130859375,0.06077981651376147,0.28568522135416663
0,24,0.134765625,0.06127167630057803,0.29123942057291663
0,25,0.126953125,0.06091954022988506,0.2858683268229167
0,26,0.130859375,0.060849598163030996,0.28932698567708337
0,27,0.1328125,0.06113033448673587,0.2872517903645833
0,28,0.126953125,0.06064073226544622,0.28238932291666663
0,29,0.125,0.06071019473081329,0.28725179036458337
0,30,0.1328125,0.06077981651376147,0.2869873046875
0,31,0.140625,0.06257378984651712,0.29054768880208337
0,32,0.12890625,0.06071019473081329,0.27958170572916663
0,33,0.13671875,0.06077981651376147,0.2883707682291667
0,34,0.12890625,0.061843640606767794,0.28147379557291663
0,35,0.134765625,0.06071019473081329,0.2881062825520833
0,36,0.13671875,0.0640096618357488,0.290771484375
0,37,0.12890625,0.060849598163030996,0.28647867838541663
0,38,0.12890625,0.06098964326812428,0.2891438802083333
0,39,0.14453125,0.060849598163030996,0.2899373372395833
0,40,0.12890625,0.06227967097532315,0.28849283854166663
0,41,0.12890625,0.06155632984901278,0.28936767578125
0,42,0.140625,0.06324582338902147,0.2869466145833333
0,43,0.130859375,0.06064073226544622,0.28509521484375
0,44,0.12890625,0.06064073226544622,0.28562418619791663
0,45,0.12890625,0.06649937264742785,0.286865234375
0,46,0.12890625,0.06064073226544622,0.2841389973958333
0,47,0.134765625,0.0625,0.2880452473958333
1,2,0.125,0.07109557109557109,0.28926595052083337
1,3,0.130859375,0.060849598163030996,0.2799886067708333
1,4,0.134765625,0.058888888888888886,0.2807820638020833
1,5,0.12890625,0.058888888888888886,0.28271484375
1,6,0.12890625,0.058954393770856504,0.27703857421875
1,7,0.134765625,0.058954393770856504,0.2798055013020833
1,8,0.130859375,0.058888888888888886,0.28202311197916663
1,9,0.134765625,0.058823529411764705,0.2829182942708333
1,10,0.1328125,0.06227967097532315,0.28466796875
1,11,0.12890625,0.06141367323290846,0.28611246744791663
1,12,0.134765625,0.058823529411764705,0.28310139973958337
1,13,0.13671875,0.058823529411764705,0.2779744466145833
1,14,0.12890625,0.058823529411764705,0.28495279947916663
1,15,0.12890625,0.05902004454342984,0.2829996744791667
1,16,0.12890625,0.058823529411764705,0.27878824869791663
1,17,0.126953125,0.058954393770856504,0.27878824869791663
1,18,0.130859375,0.058823529411764705,0.28692626953125
1,19,0.1328125,0.058888888888888886,0.28914388020833337
1,20,0.126953125,0.05955056179775281,0.2821858723958333
1,21,0.126953125,0.058954393770856504,0.27878824869791663
1,22,0.1328125,0.058823529411764705,0.2865397135416667
1,23,0.12890625,0.058954393770856504,0.28409830729166663
1,24,0.126953125,0.05941704035874439,0.2784830729166667
1,25,0.1328125,0.059085841694537344,0.28106689453125
1,26,0.12890625,0.05902004454342984,0.2854817708333333
1,27,0.13671875,0.0592841163310962,0.2825520833333333
1,28,0.1328125,0.058823529411764705,0.2802530924479167
1,29,0.125,0.058888888888888886,0.2818196614583333
1,30,0.134765625,0.058954393770856504,0.28226725260416663
1,31,0.1328125,0.06064073226544622,0.28448486328125
1,32,0.13671875,0.058888888888888886,0.29142252604166663
1,33,0.130859375,0.058954393770856504,0.2771199544270833
1,34,0.12890625,0.05995475113122172,0.28013102213541663
1,35,0.1328125,0.058888888888888886,0.2847900390625
1,36,0.1328125,0.06198830409356725,0.28204345703125
1,37,0.130859375,0.05902004454342984,0.2802530924479167
1,38,0.126953125,0.05915178571428571,0.28572591145833337
1,39,0.134765625,0.05902004454342984,0.2790120442708333
1,40,0.12890625,0.06036446469248292,0.2804768880208333
